nom;idparking;idparkingcriter;commune;insee;proprietaire;gestionnaire;idfournisseur;voieentree;voiesortie;avancement;annee;typeparking;situation;parkingtempsreel;gabarit;capacite;capacite2rm;capacitevelo;capaciteautopartage;capacitepmr;usage;vocation;reglementation;fermeture;observation;codetype;gid;lon;lat
De Gaulle;P470;;Vernaison;69260;GRAND LYON;GRAND LYON;;R. des Mariniers/Pl. du 11 nov;Place du 11 novembre 1918;Existant;;Poche de stationnement;En surface;False;;16;0;0;0;1;Libre;Commerciale;Gratuit;Ouvert 24h/24h;zone gratuite réglementée : durée limitée par horodateur;5;6087;4,81223565643591;45,6466455142161
Parking Hôtel de Ville;P1;7;Lyon 1er Arrondissement;69381;GRAND LYON;LPA;LPA0764;Quai Jean Moulin;Quai Jean Moulin;Existant;1980;Parc concédé GL;En ouvrage (sous-sol);True;1.9;208;7;64;4;;Mixte;Mixte;Payant;Ouvert 24h/24h;réouverture partielle pour les vélos le 20/08;1;743;4,83747132061619;45,7684807275396
Place du Vernay;P237;;Caluire-et-Cuire;69034;GRAND LYON;GRAND LYON;;Rue Pierre Bourgeois;Rue Pierre Bourgeois;Existant;;Poche de stationnement;En surface;False;;19;0;0;0;1;Horaire;Commerciale;Payant;Ouvert 24h/24h;;5;998;4,85719818913363;45,8090545632004
CC Carrefour Vénissieux;P144;;Vénissieux;69259;PRIVE;PRIVE;;Boulevard Joliot Curie;Boulevard Joliot Curie;Existant;;Parc privé (ou concédé non GL);En surface;False;;2000;;;0;12;Libre;Commerciale;Gratuit;Ouvert 24h/24h;;4;8062;4,87762337954865;45,7159653034856
Angle Saulnier-Aquitaine;P535;;Meyzieu;69282;COMMUNE;COMMUNE;;Rue d'Aquitaine;Rue d'Aquitaine;Existant;2006;Poche de stationnement;En surface;False;;50;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;6528;5,00279611329342;45,763587717301
Gare de Miribel;P1076;;;;;SNCF;;Quai du Rhône;Avenue de la Gare;Existant;;P+R Gare;En surface;False;;110;;;0;3;Libre;Mixte;Gratuit;Nuit;;2;8542;4,95393999974759;45,8220880003789
Centre aéré;P781;;Mions;69283;COMMUNE;COMMUNE;;Route de Toussieu;Route de Toussieu;Existant;;Poche de stationnement;En surface;False;;30;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;;5;8117;4,97058401382605;45,6599636599912
Place Calmette;P235;;Caluire-et-Cuire;69034;GRAND LYON;GRAND LYON;;Rue Branly;Rue Branly;Existant;;Poche de stationnement;En surface;False;;13;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;996;4,84349819398772;45,7919503211485
Voute;P447;;Neuville-sur-Saône;69143;GRAND LYON;GRAND LYON;;Place de la Voute;Place de la Voute;Existant;;Poche de stationnement;En surface;False;;55;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;5774;4,8412573192925;45,8778110282925
Salle des Gratte-Ciel;P592;;Villeurbanne;69266;GRAND LYON;GRAND LYON;;Rue Francis de Pressensé;Rue Francis de Pressensé;Existant;;Poche de stationnement;En surface;False;;80;;;;1;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;5;6995;4,87653228304496;45,7718896865856
Tennis Club;P252;;Charbonnières-les-Bains;69044;GRAND LYON;GRAND LYON;;Avenue Denis Delorme;Avenue Denis Delorme;Existant;;Poche de stationnement;En surface;False;;39;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;;5;1013;4,74647595090577;45,7830285081407
Eglise;P337;;Oullins;69149;Privé;COMMUNE;;Rue Voltaire;Rue Voltaire;Existant;;Poche de stationnement;En surface;False;2.0;35;;6;;2;Horaire;Mixte;Payant;Ouvert 24h/24h;;5;1096;4,80453290607437;45,7150837242709
Gare de Couzon-au-Mont-d'Or;P75;34;Couzon-au-Mont-d'Or;69068;RFF;SNCF;SNCF_17;Rue Aristide Briand;Rue Aristide Briand;Existant;;P+R Gare;En surface;False;;7;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h;Lyon-Mâcon;2;676;4,82967520322462;45,8488561887811
Libération;P519;;Saint-Genis-les-Ollières;69205;GRAND LYON/OPAC;GRAND LYON;;Rue de la Libération;Rue de la Libération;Existant;;Poche de stationnement;En surface;False;;25;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;6181;4,72482099902364;45,7573238234261
Place du Marché;P317;;Écully;69081;COMMUNE;COMMUNE;;Avenue Raymond de Veyssière;Avenue Raymond de Veyssière;Existant;;Poche de stationnement;En surface;False;;134;;;;3;Horaire;Commerciale;Payant;Marché;jeudi matin + samedi matin;5;1077;4,78190202175691;45,773963536064
Saint Pierre de Vaise;P890;;Lyon 9e Arrondissement;69389;GRAND LYON;GRAND LYON;;Rue du Chapeau Rouge;Boulevard Antoin de St Exupéry;Existant;;Poche de stationnement;En surface;False;;75;0;0;0;0;Horaire;Mixte;Payant;Ouvert 24h/24h;horodateur;5;8250;4,80777389793638;45,7728487796877
Gymnase Félix Charron;P221;;Bron;69029;CG69;CG69;;Rue Jean Bouin;Rue Jean Bouin;Existant;;Poche de stationnement;En surface;False;2.0;12;0;0;0;12;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;5;982;4,90538966156787;45,7400109397203
Stade de Manissieux;P870;;Saint-Priest;69290;COMMUNE;COMMUNE;;Rue de Savoie;Rue de Savoie;Existant;;Poche de stationnement;En surface;False;;74;0;0;0;1;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;5;8228;4,98237348281158;45,7014521407467
La Gravière;P408;;Saint-Fons;69199;COMMUNE;COMMUNE;;Rue René Fernandez;Rue René Fernandez;Existant;;Poche de stationnement;En surface;False;2.5;41;0;0;0;2;Libre;;Gratuit;Ouvert 24h/24h;;5;3521;4,85688294824984;45,7041551415507
Barthélémy Thimonnier;P551;;Caluire-et-Cuire;69034;COMMUNE;COMMUNE;;Avenue Barthélémy Thimonnier;Avenue Barthélémy Thimonnier;Existant;;Poche de stationnement;En surface;False;1.9;55;0;0;0;3;Libre;;Gratuit;Ouvert 24h/24h;;5;6914;4,86467070205328;45,8043012474815
Place de Serin;P850;;Lyon 4e Arrondissement;69384;;;;Chemin de Serin;Chemin de Serin;Existant;;Poche de stationnement;En surface;False;;50;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;;5;8203;4,81301974407123;45,7740971164089
Parking supérieur de la M@ison de la formation;P628;;Grigny;69096;PRIVE;PRIVE;;Rue Marcel Paul;Rue Marcel Paul;Existant;;Poche de stationnement;En surface;False;;35;0;0;0;2;Libre;;Gratuit;Ouvert 24h/24h;;5;7050;4,78035113196334;45,6087651735079
Stade;P517;;Saint-Genis-les-Ollières;69205;COMMUNE;COMMUNE;;Rue de Méginand;Rue de Méginand;Existant;2012;Aire de covoiturage;En surface;False;;90;0;0;0;0;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;6;6179;4,7318290457115;45,7678127523106
CC Berlioz;P883;;Lyon 9e Arrondissement;69389;PRIVE;PRIVE;;Rue Hector Berlioz;Rue Hector Berlioz;Existant;;Parc privé (ou concédé non GL);En surface;False;2.0;117;0;0;0;0;Libre;Commerciale;Gratuit;Ouvert 24h/24h;;4;8243;4,82563427222169;45,8011970674449
COSEC;P401;;Feyzin;69276;COMMUNE;COMMUNE;;Chemin sous le Fort;Chemin sous le Fort;Existant;;Poche de stationnement;En surface;False;;54;0;0;0;1;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;5;2889;4,86172702265757;45,6705387804158
Les Arcades;P776;;Mions;69283;PRIVE;;;Rue du 13 aout 1944;Rue du 13 aout 1944;Existant;;Poche de stationnement;En surface;False;;12;0;0;0;0;Libre;Commerciale;Gratuit;Ouvert 24h/24h;;5;8112;4,95251648789446;45,6639145414465
Tribunes;P504;;La Tour-de-Salvagny;69250;COMMUNE;COMMUNE;;Avenue du Casino;Avenue du Casino;Existant;;Poche de stationnement;En surface;False;2.2;45;0;0;0;2;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;5;6156;4,71937781802934;45,804198319165
Eglise;P364;;Saint-Cyr-au-Mont-d'Or;69191;GRAND LYON;GRAND LYON;;Place du Chanoine Chatard;Place du Chanoine Chatard;Existant;;Poche de stationnement;En surface;False;;41;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h;;5;1922;4,81979016799309;45,8146165710747
Jean Tardy;P785;;Mions;69283;COMMUNE;COMMUNE;;Rue du 11 novembre 1918;Rue du 11 novembre 1918;Existant;;Poche de stationnement;En surface;False;;31;0;0;0;1;Libre;Evènementielle;Gratuit;Nuit;;5;8121;4,95513917899367;45,661533425566
Square Garon;P816;;Grigny;69096;GRAND LYON;GRAND LYON;;Rue de Pressensé;Rue de Pressensé;Existant;;Poche de stationnement;En surface;False;;8;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;;5;8165;4,77491286186254;45,6008971467095
Palais des Sports;P1012;;Vaulx-en-Velin;69256;GRAND LYON;GRAND LYON;;Rue Hô Chi Minh;Rue Hô Chi Minh;Existant;;Poche de stationnement;En surface;False;;11;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8462;4,92121657571314;45,779286884193
Parc Brosset;P993;;Rillieux-la-Pape;69286;COMMUNE;;;Rue Alexandre Bérard;Rue Alexandre Bérard;Existant;;Poche de stationnement;En surface;False;;100;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8389;4,89646828104586;45,8212746067424
Cours Aristide Briand;P545;;Caluire-et-Cuire;69034;GRAND LYON;GRAND LYON;;Cours Aristide Briand;Cours Aristide Briand;Existant;;Poche de stationnement;En surface;False;;158;0;0;0;0;Horaire;Mixte;Payant;Ouvert 24h/24h;;5;6580;4,84148596721498;45,7796373978076
Valence;P424;;Saint-Fons;69199;GRAND LYON;GRAND LYON;;Rue de Valence;Rue de Valence;Existant;;Poche de stationnement;En surface;False;;10;0;0;0;1;Libre;Résidentielle;Gratuit;Ouvert 24h/24h;;5;3856;4,85574750618135;45,6950706102917
Gare de l'Arbresle;P1062;;;;;SNCF;;Montée d'Eveux;;Existant;2013;P+R Gare;En ouvrage (en élévation);;;;;48;;;Réservé abonnés;Mixte;Payant;;;2;8560;4,61831899950269;45,8332990001461
Toboggan;P790;;Décines-Charpieu;69275;;;;Avenue Jean Macé;Avenue Jean Macé;Existant;;Poche de stationnement;En surface;False;;75;;;;;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;5;8126;4,95599736146007;45,7691040099374
Beaux ombrages;P479;;Tassin-la-Demi-Lune;69244;GRAND LYON;GRAND LYON;;Rue du Professeur Deperet;Rue du Professeur Deperet;Existant;2007;Poche de stationnement;En surface;;;17;0;10;0;0;Horaire;Commerciale;Payant;Ouvert 24h/24h;Horodateurs 9h;5;6128;4,76046933288127;45,7606727784959
ZI Montmartin P2;P571;;Corbas;69273;GRAND LYON;GRAND LYON;;Rue Chartreuse/R. Mt Blanc;Rue Chartreuse/R. Mt Blanc;Existant;;Poche de stationnement;En surface;False;2.0;51;;;;;Libre;;Gratuit;Ouvert 24h/24h;;5;6951;4,92013869867711;45,6747948790507
Collège G. Martin;P909;;Irigny;69100;GRAND LYON;GRAND LYON;;Rue de Taillepied;Rue de Taillepied;Existant;;Poche de stationnement;En surface;False;;7;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;4 places réservées aux bus scolaires;5;8270;4,81639705417826;45,6743869804731
Fontaines St Martin;P9024;;Fontaines-Saint-Martin;69087;;;;Place du 8 Mai 1945;;Existant;;Covoiturage spontané;;;;;;;;;;;;;Autohop;8;8531;4,85423936671385;45,8449398364957
P+R Hôpital Feyzin Vénissieux;P58;87;Vénissieux;69259;SYTRAL;TCL;HFVE;Avenue du 11 Novembre 1918;Avenue du 11 Novembre 1918;Existant;2009;P+R Sytral;En surface;False;;80;0;0;0;2;Libre;;Gratuit;Nuit;T4 - Avec contrôle d'accès;3;2881;4,86403605340087;45,6886787682913
Emile Eveillé B;P820;;Grigny;69096;GRAND LYON;GRAND LYON;;Rue Emile Eveillé;Rue Emile Eveillé;Existant;;Poche de stationnement;En surface;False;;10;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;;5;8169;4,79158565787291;45,6104727808777
Rue du Maréchal Foch;P279;;Collonges-au-Mont-d'Or;69063;COMMUNE;COMMUNE;;Rue du Maréchal Foch;Rue du Maréchal Foch;Existant;;Poche de stationnement;En surface;False;;30;;;;;Libre;;Gratuit;Ouvert 24h/24h;;5;1040;4,84077610435043;45,8236269583951
Place des Martyrs de la Résistance;P713;;Lyon 3e Arrondissement;69383;GRAND LYON;GRAND LYON;;Rue de la Rize;Rue de la Rize;Existant;;Poche de stationnement;En surface;False;;110;5;0;0;0;Horaire;Mixte;Payant;Marché;jeudi matin;5;8022;4,8531589805067;45,756892908456
Salle Concorde;P856;;Saint-Priest;69290;GRAND LYON;GRAND LYON;;Avenue de la Gare;Avenue de la Gare;Existant;;Poche de stationnement;En surface;False;;10;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8215;4,93564382043128;45,6886754872016
Parking des AFN;P227;;Caluire-et-Cuire;69034;COMMUNE;COMMUNE;;Av.P. Terrasse/R. des AFN;Av.P. Terrasse/R. des AFN;Existant;;Poche de stationnement;En surface;False;;128;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;988;4,84872706908785;45,7989081659991
Place Louis Pradel;P268;;Chassieu;69271;GRAND LYON;GRAND LYON;;Rue Vincent d'Indy;Rue des Roberdières;Existant;;Poche de stationnement;En surface;False;1.8;54;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;1029;4,96314797692134;45,7467612062671
Police Municipale;P419;;Saint-Fons;69199;GRAND LYON;GRAND LYON;;Avenue Charles de Gaulle;Avenue Charles de Gaulle;Existant;;Poche de stationnement;En surface;False;;35;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;3854;4,85220980105033;45,7107431840295
La Poste;P851;;La Mulatière;69142;;;;Chemin des Fontanières;Chemin des Fontanières;Existant;;Poche de stationnement;En surface;False;;7;0;0;0;0;Libre;Commerciale;Gratuit;Ouvert 24h/24h;;5;8209;4,81151903271477;45,7253481524983
Ambroise Paré;P962;;Meyzieu;69282;GRAND LYON;GRAND LYON;;Rue du 24 avril 1915;Rue du 24 avril 1915;En projet;;Aire de covoiturage;En surface;False;;13;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;;6;8345;4,98735283661963;45,77153188278
Collonges - Gare;P9022;;Collonges-au-Mont-d'Or;69063;;;;Avenue de la Gare;;Existant;;Covoiturage spontané;;;;;;;;;;;;;Autohop;8;8529;4,84611586395312;45,8297636042653
Centre Commercial des Balmes;P139;;Corbas;69273;PRIVE;PRIVE;;R. Lumière/R. Lilas;R. Lumière/R. Lilas;Existant;;Parc privé (ou concédé non GL);En surface;False;2.1;135;0;0;0;4;Libre;Commerciale;Gratuit;Ouvert 24h/24h;;4;6936;4,895158971442;45,6649143466904
Tennis;P841;;La Mulatière;69142;COMMUNE;COMMUNE;;Chemin de la Cadière;Chemin de la Cadière;Existant;;Aire de covoiturage;En surface;False;;16;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;;6;8191;4,80504798367945;45,7265719974082
Cimetière;P201;;Albigny-sur-Saône;69003;GRAND LYON;GRAND LYON;;Montée du Père Camus;Montée du Père Camus;Existant;;Poche de stationnement;En surface;False;;18;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;;5;962;4,82779545403251;45,8653548516301
Place des Collonges;P683;;Saint-Genis-Laval;69204;GRAND LYON;GRAND LYON;;Rue des Collonges;Rue des Collonges;Existant;;Poche de stationnement;En surface;False;;66;0;0;0;2;Libre;Résidentielle;Gratuit;Ouvert 24h/24h;;5;7140;4,80632147514217;45,6926027793624
Place Ferdinand Buisson;P858;;Saint-Priest;69290;GRAND LYON;GRAND LYON;;Rue Henri Maréchal;Rue Henri Maréchal;Existant;;Poche de stationnement;En surface;False;;171;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8217;4,94162735109667;45,6962885977025
Complexe sportif;P374;;Sathonay-Village;69293;;;;Rue de Rivery;Rue de Rivery;Existant;;Poche de stationnement;En surface;False;;40;0;3;0;0;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;5;1931;4,87035796765886;45,8374398111466
Gare de l'Ilse d'Abeau;P1088;;;;;SNCF;;D312;D312;Existant;;P+R Gare;En surface;False;1.9;110;;;0;3;Libre;Mixte;Gratuit;Ouvert 24h/24h;;2;8539;5,21968999998958;45,6076450000511
Biron;P134;;Neuville-sur-Saône;69143;Privé;Privé;;Passage de Vimy;Passage de Vimy;Existant;;Parc privé (ou concédé non GL);En surface;False;;6;0;0;0;0;Libre;Résidentielle;Gratuit;Ouvert 24h/24h;;4;5441;4,84061533967643;45,8753870652269
Dépose minute école maternelle;P844;;La Mulatière;69142;GRAND LYON;GRAND LYON;;Allée du Frère Benoit;Allée du Frère Benoit;Existant;;Poche de stationnement;En surface;False;;17;0;0;0;0;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;5;8194;4,80787185577731;45,7257370609535
Ancien cimetière de Manissieux;P867;;Saint-Priest;69290;GRAND LYON;GRAND LYON;;Allée des Cervettes;Allée des Cervettes;Existant;;Poche de stationnement;En surface;False;;13;0;0;0;1;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;5;8226;4,9800992365706;45,6972892970863
PMU;P708;;Saint-Germain-au-Mont-d'Or;69207;GRAND LYON;GRAND LYON;;Rue du 8 mai 1945;Rue de la Résistance;Existant;1985;Poche de stationnement;En surface;False;;5;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8017;4,80463503467716;45,8787736395647
Place de l'Europe;P749;;Lyon 6e Arrondissement;69386;GRAND LYON;GRAND LYON;;Rue Garibaldi;Rue Garibaldi;Existant;;Poche de stationnement;En surface;False;;;;;;;Horaire;Commerciale;Payant;Ouvert 24h/24h;;5;8060;4,85084866310753;45,7654473808839
G. Raphanel;P533;;Meyzieu;69282;COMMUNE;COMMUNE;;Rue Louis Saulnier;Rue Louis Saulnier;Existant;;Poche de stationnement;En surface;False;;62;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;6526;5,00283192485201;45,7645831704083
Place du 11 novembre;P705;;Saint-Germain-au-Mont-d'Or;69207;GRAND LYON;GRAND LYON;;Chemin de la Mendillonne;Chemin de la Mendillonne;Existant;2008;Poche de stationnement;En surface;False;;70;0;0;0;2;Libre;Commerciale;Zone bleue;Ouvert 24h/24h;;5;8013;4,8041638735463;45,88380712135
Charroi;P378;;Saint-Romain-au-Mont-d'Or;69233;GRAND LYON;GRAND LYON;;Rue du Charroi;Rue du Charroi;Existant;2011;Poche de stationnement;En surface;False;;10;0;0;0;0;Libre;Résidentielle;Gratuit;Ouvert 24h/24h;;5;1935;4,82435791557736;45,838309746329
Le Stade;P380;;Saint-Romain-au-Mont-d'Or;69233;COMMUNE;COMMUNE;;Rue du Charroi;Rue du Charroi;Existant;1995;Poche de stationnement;En surface;False;;12;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;2241;4,82211773605063;45,8386157989677
Capucins;P155;;Lyon 1er Arrondissement;69381;PRIVE;PRIVE;;Rue des Capucins;Rue des Capucins;Existant;;Parc privé (ou concédé non GL);En ouvrage (en élévation);False;;;;;;;Réservé abonnés;Mixte;Payant;Ouvert 24h/24h;;4;8200;4,83351670283332;45,7691876003066
Place Henri Barbusse;P654;;Décines-Charpieu;69275;;;;Rue de la République;Rue de la République;Existant;;Aire de covoiturage;En surface;False;;45;0;0;0;1;Libre;Mixte;Gratuit;Marché;dimanche matin;6;7087;4,96459307641143;45,763366902482
P+R Vaise 1;P45;55;Lyon 9e Arrondissement;69389;SYTRAL;TCL;VAI1;Route de Saint Cyr;Route de Saint Cyr;Existant;1996;P+R Sytral;En ouvrage (en élévation);True;1.9;521;0;100;0;10;Réservé abonnés;;Gratuit;Nuit;Métro D - Avec contrôle d'accès réservé aux abonnés;3;761;4,8064126135131;45,7817384760002
Hôtel de Ville;P343;;Saint-Priest;69290;COMMUNE;COMMUNE;;Rue Maréchal Leclerc;Rue Maréchal Leclerc;Existant;;Poche de stationnement;En surface;False;;120;;;;1;Libre;;Gratuit;Ouvert 24h/24h;;5;1103;4,93485562487571;45,6958081036839
Square Villevert;P205;;Albigny-sur-Saône;69003;GRAND LYON;GRAND LYON;;Avenue de la Gare;Avenue de la Gare;Existant;;Poche de stationnement;En surface;False;;32;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h;;5;966;4,83470889359403;45,8765753843751
J. Comte;P786;;Fleurieu-sur-Saône;69085;GRAND LYON;GRAND LYON;;Grande Rue;Grande Rue;Existant;2012;Poche de stationnement;En surface;False;;8;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h;;5;8122;4,8438230649006;45,8665981277437
Thurins - Route d'Yzeron;P976;;;;COMMUNE;COMMUNE;;Route d'Yzeron;Route d'Yzeron;Existant;;Aire de covoiturage hors GL;En surface;False;;51;;;;;Libre;;Gratuit;Ouvert 24h/24h;;7;8360;4,63844231439601;45,6830284386237
Jean-Baptiste Freney;P254;;Charly;69046;GRAND LYON;GRAND LYON;;Rue Jean-Baptiste Frenet;Rue Jean-Baptiste Frenet;Existant;;Poche de stationnement;En surface;False;;34;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;1015;4,79466355807988;45,6483716177484
Parking Croix-Rousse;P21;29;Lyon 4e Arrondissement;69384;GRAND LYON;LPA;LPA0738;Rue de Belfort;Rue de Belfort;Existant;1980;Parc concédé GL;En ouvrage (sous-sol);False;1.9;333;51;55;3;;Mixte;Mixte;Payant;Ouvert 24h/24h;;1;736;4,83310717935058;45,7815047224365
Jean Cocteau;P868;;Saint-Priest;69290;GRAND LYON;GRAND LYON;;Rue du 8 mai 1945;Rue du 8 mai 1945;Existant;;Poche de stationnement;En surface;False;;60;0;0;0;3;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;5;8229;4,95030815906666;45,6909745634668
Ancien Collège;P436;;Neuville-sur-Saône;69143;COMMUNE;COMMUNE;;Rue Victor Hugo;Rue Victor Hugo;Existant;;Poche de stationnement;En surface;False;;10;0;0;0;2;Horaire;Commerciale;Payant;Ouvert 24h/24h;Horodateur 45' gratuite puis payant la 1/2h;5;5445;4,84165838957086;45,8767876490436
Commerces 14 place Général de Gaulle;P694;;Jonage;69279;COMMUNE;COMMUNE;;Rue Nationale;Rue Nationale;Existant;2010;Poche de stationnement;En surface;False;;18;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;7154;5,04651384009065;45,7963213516248
Parc de Parilly;P983;;Bron;69029;GRAND LYON;GRAND LYON;;Avenue Pierre Mendès France;Avenue Pierre Mendès France;Existant;;Aire de covoiturage;En surface;False;;140;0;0;0;0;Libre;;Gratuit;Nuit;Borne permettant la sortie des véhicules la nuit;6;8377;4,91353906374107;45,7217169497254
Jacques;P458;;Neuville-sur-Saône;69143;COMMUNE;COMMUNE;;Rue Jacques;Rue Jacques;Existant;;Poche de stationnement;En surface;False;;19;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;5761;4,839629535984;45,8796326234707
Ancienne caserne;P494;;La Tour-de-Salvagny;69250;COMMUNE;COMMUNE;;Rue de Paris;Rue de Paris;Existant;2010;Poche de stationnement;En surface;False;2.2;27;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;6146;4,71188203097432;45,8157364249857
Mairie;P270;;Chassieu;69271;COMMUNE;COMMUNE;;Rue de la République;Rue de la République;Existant;;Poche de stationnement;En surface;False;;50;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;1031;4,97242824482049;45,7438172511701
Poste;P697;;Jonage;69279;COMMUNE;COMMUNE;;Rue Nationale;Rue Nationale;Existant;;Poche de stationnement;En surface;False;3.0;27;1;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;7165;5,04513478184096;45,79641315154
Espace Michel Favier;P636;;Grigny;69096;GRAND LYON;GRAND LYON;;Rue de la République;Rue de la République;Existant;2005;Poche de stationnement;En surface;False;;6;0;0;0;0;Libre;Résidentielle;Gratuit;Ouvert 24h/24h;;5;7058;4,78405126874264;45,6074904249991
ZAC;P791;;Décines-Charpieu;69275;GRAND LYON;GRAND LYON;;Avenue Jean Jaurès;Avenue Jean Jaurès;Existant;2015;Poche de stationnement;En surface;False;;55;0;0;0;4;Horaire;Commerciale;Zone bleue;Ouvert 24h/24h;;5;8127;4,95734216969318;45,7706612843207
Place de la Mairie;P728;;Charly;69046;GRAND LYON;GRAND LYON;;Place de la Mairie;Place de la Mairie;Existant;;Poche de stationnement;En surface;False;;10;0;0;0;0;Libre;Mixte;Gratuit;;ouverture uniquement le WE;5;8037;4,79457218955252;45,649441882194
Place Claudius Béry;P326;;Feyzin;69276;GRAND LYON;GRAND LYON;;Place Claudius Béry;Place Claudius Béry;Existant;;Poche de stationnement;En surface;False;;55;;;;;Libre;Mixte;Gratuit;Marché;dimanche matin;5;1086;4,84978872871172;45,6663713566555
Place République-Chemin de la Place;P1049;;Chassieu;69271;COMMUNE;COMMUNE;;Rue de la République;Rue de la République;Existant;;Poche de stationnement;En surface;False;;14;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8512;4,97212177321906;45,7456647920181
